Subject, Condition, Stim1, Stim2, RT, Correct, Item
AMP,Orientation_NO_Lines,DownLeft,Absent,474.96,1,949
AMP,Orientation_NO_Lines,DownRight,Absent,537.23,1,757
AMP,Orientation_NO_Lines,DownRight,UpLeft,584.82,1,237
AMP,Orientation_NO_Lines,None,Absent,809.52,1,391
AMP,Orientation_NO_Lines,Absent,None,519.54,1,564
AMP,Orientation_NO_Lines,DownRight,Absent,505.49,1,1013
AMP,Orientation_NO_Lines,None,Absent,449.37,1,440
AMP,Orientation_NO_Lines,UpRight,Absent,410.86,1,888
AMP,Orientation_NO_Lines,DownRight,Absent,618.93,1,782
AMP,Orientation_NO_Lines,Absent,DownLeft,521.71,1,706
AMP,Orientation_NO_Lines,DownRight,UpLeft,738.57,1,176
AMP,Orientation_NO_Lines,DownRight,UpLeft,536.66,1,215
AMP,Orientation_NO_Lines,DownRight,Absent,548.05,0,721
AMP,Orientation_NO_Lines,DownRight,Absent,518.35,1,749
AMP,Orientation_NO_Lines,UpRight,DownLeft,586.49,1,158
AMP,Orientation_NO_Lines,Absent,UpLeft,762.26,1,813
AMP,Orientation_NO_Lines,DownLeft,Absent,594.60,0,940
AMP,Orientation_NO_Lines,UpLeft,Absent,626.54,0,1082
AMP,Orientation_NO_Lines,Absent,UpLeft,486.27,1,805
AMP,Orientation_NO_Lines,UpRight,Absent,474.18,1,614
AMP,Orientation_NO_Lines,DownRight,DownRight,920.98,0,334
AMP,Orientation_NO_Lines,Absent,DownLeft,489.14,1,663
AMP,Orientation_NO_Lines,Absent,None,500.53,1,568
AMP,Orientation_NO_Lines,DownRight,Absent,622.48,1,790
AMP,Orientation_NO_Lines,DownLeft,Absent,478.30,1,947
AMP,Orientation_NO_Lines,DownRight,Absent,536.66,1,1036
AMP,Orientation_NO_Lines,Absent,None,464.88,0,511
AMP,Orientation_NO_Lines,UpRight,UpRight,794.27,1,247
AMP,Orientation_NO_Lines,UpRight,Absent,563.00,1,868
AMP,Orientation_NO_Lines,None,Absent,462.85,1,444
AMP,Orientation_NO_Lines,DownRight,UpLeft,656.23,1,174
AMP,Orientation_NO_Lines,Absent,UpRight,516.94,1,903
AMP,Orientation_NO_Lines,None,Absent,342.43,1,418
AMP,Orientation_NO_Lines,Absent,DownRight,479.06,1,1075
AMP,Orientation_NO_Lines,None,None,591.23,0,48
AMP,Orientation_NO_Lines,Absent,DownLeft,540.98,1,685
AMP,Orientation_NO_Lines,UpRight,Absent,791.11,1,641
AMP,Orientation_NO_Lines,Absent,None,587.24,1,554
AMP,Orientation_NO_Lines,None,Absent,627.01,1,416
AMP,Orientation_NO_Lines,DownRight,Absent,469.13,1,1044
AMP,Orientation_NO_Lines,None,Absent,593.05,1,460
AMP,Orientation_NO_Lines,Absent,DownLeft,621.07,1,660
AMP,Orientation_NO_Lines,DownLeft,DownLeft,578.65,1,288
AMP,Orientation_NO_Lines,DownRight,Absent,618.42,1,761
AMP,Orientation_NO_Lines,UpLeft,UpLeft,580.89,1,367
AMP,Orientation_NO_Lines,DownRight,DownRight,547.27,1,344
AMP,Orientation_NO_Lines,UpRight,Absent,539.09,1,606
AMP,Orientation_NO_Lines,DownRight,Absent,476.12,1,724
AMP,Orientation_NO_Lines,DownLeft,DownLeft,399.46,1,301
AMP,Orientation_NO_Lines,UpLeft,Absent,495.00,1,1101
AMP,Orientation_NO_Lines,UpRight,UpRight,630.65,1,253
AMP,Orientation_NO_Lines,Absent,None,585.29,1,525
AMP,Orientation_NO_Lines,Absent,DownLeft,565.38,1,981
AMP,Orientation_NO_Lines,UpRight,UpRight,564.05,1,260
AMP,Orientation_NO_Lines,DownLeft,DownLeft,508.91,1,297
AMP,Orientation_NO_Lines,UpRight,Absent,519.32,1,647
AMP,Orientation_NO_Lines,UpRight,DownLeft,639.32,1,162
AMP,Orientation_NO_Lines,Absent,DownLeft,586.13,1,1007
AMP,Orientation_NO_Lines,None,None,729.62,1,86
AMP,Orientation_NO_Lines,Absent,None,549.23,1,517
AMP,Orientation_NO_Lines,DownRight,DownRight,514.64,1,330
AMP,Orientation_NO_Lines,Absent,UpLeft,617.03,1,809
AMP,Orientation_NO_Lines,Absent,UpLeft,895.54,1,1125
AMP,Orientation_NO_Lines,DownRight,UpLeft,559.58,1,212
AMP,Orientation_NO_Lines,DownLeft,DownLeft,547.49,1,296
AMP,Orientation_NO_Lines,DownRight,Absent,941.46,1,728
AMP,Orientation_NO_Lines,DownRight,Absent,518.42,1,776
AMP,Orientation_NO_Lines,UpLeft,Absent,538.62,1,1116
AMP,Orientation_NO_Lines,DownRight,UpLeft,460.97,1,218
AMP,Orientation_NO_Lines,UpRight,Absent,569.23,1,896
AMP,Orientation_NO_Lines,DownRight,DownRight,641.29,1,331
AMP,Orientation_NO_Lines,Absent,None,477.53,1,501
AMP,Orientation_NO_Lines,Absent,DownLeft,882.26,1,661
AMP,Orientation_NO_Lines,DownRight,Absent,1185.23,0,765
AMP,Orientation_NO_Lines,UpRight,DownLeft,472.57,1,110
AMP,Orientation_NO_Lines,DownRight,UpLeft,428.19,1,201
AMP,Orientation_NO_Lines,None,Absent,586.35,1,396
AMP,Orientation_NO_Lines,None,None,540.99,1,88
AMP,Orientation_NO_Lines,DownRight,Absent,812.65,0,1021
AMP,Orientation_NO_Lines,DownLeft,Absent,565.73,1,970
AMP,Orientation_NO_Lines,None,None,859.90,1,60
AMP,Orientation_NO_Lines,None,None,430.01,1,58
AMP,Orientation_NO_Lines,Absent,None,519.67,1,556
AMP,Orientation_NO_Lines,None,Absent,456.71,1,422
AMP,Orientation_NO_Lines,DownRight,UpLeft,480.82,1,232
AMP,Orientation_NO_Lines,DownRight,UpLeft,656.59,1,219
AMP,Orientation_NO_Lines,UpRight,Absent,1133.72,1,875
AMP,Orientation_NO_Lines,Absent,UpLeft,661.76,1,814
AMP,Orientation_NO_Lines,None,Absent,659.45,1,421
AMP,Orientation_NO_Lines,Absent,None,446.78,1,571
AMP,Orientation_NO_Lines,DownRight,UpLeft,511.01,1,240
AMP,Orientation_NO_Lines,Absent,UpLeft,505.76,1,835
AMP,Orientation_NO_Lines,Absent,DownRight,556.29,1,1058
AMP,Orientation_NO_Lines,Absent,UpLeft,596.06,1,840
AMP,Orientation_NO_Lines,Absent,UpLeft,500.80,1,858
AMP,Orientation_NO_Lines,Absent,UpLeft,484.79,1,843
AMP,Orientation_NO_Lines,UpRight,Absent,682.09,1,619
AMP,Orientation_NO_Lines,Absent,UpLeft,658.26,1,1121
AMP,Orientation_NO_Lines,Absent,UpLeft,629.53,1,1139
AMP,Orientation_NO_Lines,Absent,None,522.53,1,542
AMP,Orientation_NO_Lines,UpRight,Absent,604.38,1,894
AMP,Orientation_NO_Lines,Absent,DownLeft,566.85,1,686
AMP,Orientation_NO_Lines,DownLeft,DownLeft,778.82,1,287
AMP,Orientation_NO_Lines,DownRight,UpLeft,463.41,1,203
AMP,Orientation_NO_Lines,UpRight,Absent,535.47,1,629
AMP,Orientation_NO_Lines,UpRight,Absent,660.36,1,890
AMP,Orientation_NO_Lines,Absent,UpLeft,512.26,1,1147
AMP,Orientation_NO_Lines,DownRight,Absent,475.71,1,1015
AMP,Orientation_NO_Lines,Absent,DownLeft,431.33,1,994
AMP,Orientation_NO_Lines,DownRight,Absent,515.13,1,736
AMP,Orientation_NO_Lines,DownRight,Absent,579.36,1,789
AMP,Orientation_NO_Lines,UpRight,Absent,463.55,1,579
AMP,Orientation_NO_Lines,None,Absent,726.41,0,411
AMP,Orientation_NO_Lines,Absent,None,701.60,0,555
AMP,Orientation_NO_Lines,DownRight,UpLeft,511.43,1,196
AMP,Orientation_NO_Lines,DownRight,DownRight,726.34,1,316
AMP,Orientation_NO_Lines,UpLeft,UpLeft,599.77,1,364
AMP,Orientation_NO_Lines,Absent,UpRight,743.25,1,931
AMP,Orientation_NO_Lines,Absent,UpLeft,1540.34,1,832
AMP,Orientation_NO_Lines,UpLeft,UpLeft,1066.42,0,356
AMP,Orientation_NO_Lines,UpRight,Absent,722.64,1,865
AMP,Orientation_NO_Lines,UpRight,Absent,443.43,1,612
AMP,Orientation_NO_Lines,DownRight,Absent,427.43,1,1026
AMP,Orientation_NO_Lines,UpRight,Absent,602.22,1,589
AMP,Orientation_NO_Lines,DownRight,Absent,496.20,1,722
AMP,Orientation_NO_Lines,UpRight,UpRight,642.62,1,251
AMP,Orientation_NO_Lines,Absent,UpRight,592.37,1,926
AMP,Orientation_NO_Lines,Absent,None,767.16,1,573
AMP,Orientation_NO_Lines,Absent,DownLeft,559.38,1,665
AMP,Orientation_NO_Lines,Absent,None,474.88,1,545
AMP,Orientation_NO_Lines,UpRight,DownLeft,413.87,1,97
AMP,Orientation_NO_Lines,Absent,UpLeft,624.87,1,823
AMP,Orientation_NO_Lines,None,None,724.32,1,26
AMP,Orientation_NO_Lines,DownRight,UpLeft,520.45,1,191
AMP,Orientation_NO_Lines,UpRight,DownLeft,559.24,1,119
AMP,Orientation_NO_Lines,DownRight,DownRight,836.78,1,324
AMP,Orientation_NO_Lines,DownRight,UpLeft,539.96,1,226
AMP,Orientation_NO_Lines,UpLeft,Absent,1301.83,1,1092
AMP,Orientation_NO_Lines,UpRight,UpRight,407.17,1,249
AMP,Orientation_NO_Lines,None,Absent,540.87,1,459
AMP,Orientation_NO_Lines,DownRight,DownRight,616.84,1,336
AMP,Orientation_NO_Lines,UpLeft,Absent,790.66,1,1105
AMP,Orientation_NO_Lines,UpRight,UpRight,761.94,1,274
AMP,Orientation_NO_Lines,Absent,None,889.77,0,550
AMP,Orientation_NO_Lines,DownRight,UpLeft,760.26,1,184
AMP,Orientation_NO_Lines,DownRight,Absent,538.78,1,787
AMP,Orientation_NO_Lines,DownLeft,DownLeft,466.03,1,289
AMP,Orientation_NO_Lines,DownRight,UpLeft,799.33,1,239
AMP,Orientation_NO_Lines,UpRight,DownLeft,753.00,1,160
AMP,Orientation_NO_Lines,Absent,DownLeft,489.44,1,717
AMP,Orientation_NO_Lines,Absent,UpLeft,647.61,1,794
AMP,Orientation_NO_Lines,UpLeft,Absent,454.51,1,1084
AMP,Orientation_NO_Lines,None,None,1087.22,1,57
AMP,Orientation_NO_Lines,UpLeft,UpLeft,582.97,0,350
AMP,Orientation_NO_Lines,DownRight,Absent,476.94,1,739
AMP,Orientation_NO_Lines,Absent,None,665.44,1,546
AMP,Orientation_NO_Lines,None,None,561.38,1,76
AMP,Orientation_NO_Lines,DownRight,Absent,413.28,1,1042
AMP,Orientation_NO_Lines,Absent,DownLeft,524.48,1,679
AMP,Orientation_NO_Lines,Absent,UpLeft,1156.21,1,1134
AMP,Orientation_NO_Lines,None,Absent,582.48,1,398
AMP,Orientation_NO_Lines,UpRight,Absent,459.83,1,582
AMP,Orientation_NO_Lines,Absent,DownLeft,683.54,1,698
AMP,Orientation_NO_Lines,UpRight,Absent,574.59,1,898
AMP,Orientation_NO_Lines,Absent,DownLeft,497.92,1,715
AMP,Orientation_NO_Lines,Absent,UpLeft,613.02,1,819
AMP,Orientation_NO_Lines,UpRight,Absent,621.48,1,604
AMP,Orientation_NO_Lines,None,Absent,624.07,0,445
AMP,Orientation_NO_Lines,None,Absent,654.04,1,394
AMP,Orientation_NO_Lines,DownRight,UpLeft,576.40,1,231
AMP,Orientation_NO_Lines,DownRight,Absent,782.50,1,786
AMP,Orientation_NO_Lines,UpLeft,UpLeft,796.83,1,368
AMP,Orientation_NO_Lines,DownRight,Absent,499.03,1,775
AMP,Orientation_NO_Lines,DownRight,Absent,484.98,1,1027
AMP,Orientation_NO_Lines,None,Absent,507.13,1,424
AMP,Orientation_NO_Lines,None,None,827.72,1,74
AMP,Orientation_NO_Lines,DownRight,UpLeft,533.83,1,223
AMP,Orientation_NO_Lines,DownRight,Absent,456.19,1,1024
AMP,Orientation_NO_Lines,UpRight,UpRight,576.19,1,268
AMP,Orientation_NO_Lines,DownLeft,Absent,539.64,1,969
AMP,Orientation_NO_Lines,UpRight,DownLeft,465.90,1,131
AMP,Orientation_NO_Lines,Absent,None,486.10,1,526
AMP,Orientation_NO_Lines,Absent,None,411.38,1,519
AMP,Orientation_NO_Lines,Absent,None,368.97,1,532
AMP,Orientation_NO_Lines,None,None,606.38,1,12
AMP,Orientation_NO_Lines,DownLeft,DownLeft,445.56,0,306
AMP,Orientation_NO_Lines,None,None,381.61,1,50
AMP,Orientation_NO_Lines,DownRight,Absent,532.92,0,726
AMP,Orientation_NO_Lines,Absent,None,396.57,1,509
AMP,Orientation_NO_Lines,Absent,UpLeft,574.30,1,815
AMP,Orientation_NO_Lines,None,None,421.31,1,40
AMP,Orientation_NO_Lines,Absent,DownLeft,635.24,1,995
AMP,Orientation_NO_Lines,None,None,424.52,1,55
AMP,Orientation_NO_Lines,DownRight,DownRight,1029.84,1,339
AMP,Orientation_NO_Lines,UpRight,DownLeft,627.34,1,150
AMP,Orientation_NO_Lines,None,Absent,581.00,1,419
AMP,Orientation_NO_Lines,Absent,None,416.27,1,512
AMP,Orientation_NO_Lines,DownLeft,Absent,666.41,1,948
AMP,Orientation_NO_Lines,None,None,394.05,1,17
AMP,Orientation_NO_Lines,None,Absent,466.11,1,425
AMP,Orientation_NO_Lines,UpRight,UpRight,756.36,1,243
AMP,Orientation_NO_Lines,UpRight,UpRight,693.39,1,262
AMP,Orientation_NO_Lines,Absent,DownLeft,749.61,0,657
AMP,Orientation_NO_Lines,DownRight,UpLeft,452.78,1,227
AMP,Orientation_NO_Lines,Absent,DownLeft,487.66,1,667
AMP,Orientation_NO_Lines,None,Absent,412.95,0,474
AMP,Orientation_NO_Lines,Absent,DownLeft,508.49,1,687
AMP,Orientation_NO_Lines,UpRight,UpRight,766.45,1,248
AMP,Orientation_NO_Lines,None,None,811.11,1,25
AMP,Orientation_NO_Lines,Absent,None,543.64,1,543
AMP,Orientation_NO_Lines,None,Absent,421.97,1,420
AMP,Orientation_NO_Lines,Absent,DownLeft,503.80,0,684
AMP,Orientation_NO_Lines,DownLeft,DownLeft,522.05,1,310
AMP,Orientation_NO_Lines,DownRight,Absent,522.68,1,1019
AMP,Orientation_NO_Lines,Absent,None,548.74,1,508
AMP,Orientation_NO_Lines,None,Absent,530.78,1,403
AMP,Orientation_NO_Lines,Absent,DownLeft,730.03,1,988
AMP,Orientation_NO_Lines,Absent,UpLeft,806.99,1,857
AMP,Orientation_NO_Lines,UpRight,DownLeft,621.71,1,123
AMP,Orientation_NO_Lines,Absent,None,513.73,1,533
AMP,Orientation_NO_Lines,Absent,DownLeft,672.87,1,672
AMP,Orientation_NO_Lines,UpRight,Absent,461.18,1,632
AMP,Orientation_NO_Lines,Absent,DownLeft,487.24,1,671
AMP,Orientation_NO_Lines,UpRight,Absent,671.82,1,600
AMP,Orientation_NO_Lines,Absent,UpLeft,1188.09,1,845
AMP,Orientation_NO_Lines,Absent,UpLeft,834.53,1,825
AMP,Orientation_NO_Lines,UpRight,DownLeft,693.28,1,118
AMP,Orientation_NO_Lines,Absent,DownLeft,654.77,1,668
AMP,Orientation_NO_Lines,Absent,DownLeft,526.25,1,701
AMP,Orientation_NO_Lines,Absent,UpRight,984.79,1,909
AMP,Orientation_NO_Lines,UpLeft,UpLeft,599.91,1,384
AMP,Orientation_NO_Lines,DownRight,UpLeft,586.84,1,189
AMP,Orientation_NO_Lines,DownLeft,Absent,555.18,1,953
AMP,Orientation_NO_Lines,Absent,DownLeft,445.25,1,997
AMP,Orientation_NO_Lines,None,Absent,547.64,1,388
AMP,Orientation_NO_Lines,Absent,UpLeft,666.66,1,800
AMP,Orientation_NO_Lines,UpRight,UpRight,573.35,1,242
AMP,Orientation_NO_Lines,DownRight,Absent,530.93,1,763
AMP,Orientation_NO_Lines,Absent,DownLeft,519.82,1,658
AMP,Orientation_NO_Lines,UpRight,Absent,816.92,1,578
AMP,Orientation_NO_Lines,Absent,UpLeft,583.70,1,1126
AMP,Orientation_NO_Lines,UpRight,Absent,532.47,1,887
AMP,Orientation_NO_Lines,UpRight,Absent,598.65,1,876
AMP,Orientation_NO_Lines,DownRight,UpLeft,491.65,1,180
AMP,Orientation_NO_Lines,None,Absent,1076.42,1,386
AMP,Orientation_NO_Lines,None,None,683.71,1,59
AMP,Orientation_NO_Lines,Absent,DownLeft,479.84,1,1003
AMP,Orientation_NO_Lines,UpLeft,Absent,559.73,1,1115
AMP,Orientation_NO_Lines,DownLeft,Absent,399.89,1,937
AMP,Orientation_NO_Lines,Absent,DownRight,576.65,1,1056
AMP,Orientation_NO_Lines,DownRight,Absent,636.96,1,1029
AMP,Orientation_NO_Lines,UpRight,UpRight,677.70,0,255
AMP,Orientation_NO_Lines,Absent,UpLeft,631.37,1,1120
AMP,Orientation_NO_Lines,DownRight,UpLeft,495.99,1,235
AMP,Orientation_NO_Lines,Absent,UpLeft,842.02,0,802
AMP,Orientation_NO_Lines,Absent,UpLeft,724.25,1,811
AMP,Orientation_NO_Lines,Absent,None,740.54,1,503
AMP,Orientation_NO_Lines,None,None,562.11,1,7
AMP,Orientation_NO_Lines,None,Absent,439.45,1,450
AMP,Orientation_NO_Lines,Absent,DownLeft,666.10,1,670
AMP,Orientation_NO_Lines,DownRight,DownRight,814.48,0,323
AMP,Orientation_NO_Lines,UpRight,Absent,830.79,0,586
AMP,Orientation_NO_Lines,None,Absent,365.66,1,387
AMP,Orientation_NO_Lines,DownLeft,DownLeft,468.04,1,293
AMP,Orientation_NO_Lines,None,None,447.15,1,92
AMP,Orientation_NO_Lines,DownRight,UpLeft,518.22,1,216
AMP,Orientation_NO_Lines,None,None,589.30,1,41
AMP,Orientation_NO_Lines,None,None,415.77,1,5
AMP,Orientation_NO_Lines,DownRight,Absent,655.14,1,1041
AMP,Orientation_NO_Lines,UpRight,UpRight,1002.15,0,273
AMP,Orientation_NO_Lines,Absent,UpLeft,757.19,1,816
AMP,Orientation_NO_Lines,Absent,UpLeft,549.41,1,797
AMP,Orientation_NO_Lines,UpLeft,Absent,620.49,1,1087
AMP,Orientation_NO_Lines,Absent,UpLeft,849.10,1,836
AMP,Orientation_NO_Lines,None,Absent,462.26,1,477
AMP,Orientation_NO_Lines,UpLeft,UpLeft,665.43,1,378
AMP,Orientation_NO_Lines,Absent,UpLeft,792.28,1,1118
AMP,Orientation_NO_Lines,UpLeft,UpLeft,594.29,1,354
AMP,Orientation_NO_Lines,None,None,630.14,1,79
AMP,Orientation_NO_Lines,Absent,UpRight,953.66,1,917
AMP,Orientation_NO_Lines,Absent,None,425.93,1,518
AMP,Orientation_NO_Lines,UpRight,DownLeft,455.91,1,124
AMP,Orientation_NO_Lines,Absent,None,542.65,1,514
AMP,Orientation_NO_Lines,UpRight,DownLeft,444.46,1,155
AMP,Orientation_NO_Lines,None,None,457.81,1,66
AMP,Orientation_NO_Lines,None,Absent,627.71,1,413
AMP,Orientation_NO_Lines,None,Absent,523.64,1,397
AMP,Orientation_NO_Lines,UpRight,DownLeft,716.05,1,106
AMP,Orientation_NO_Lines,UpLeft,Absent,519.03,1,1089
AMP,Orientation_NO_Lines,UpRight,Absent,574.46,1,592
AMP,Orientation_NO_Lines,Absent,UpRight,549.65,0,929
AMP,Orientation_NO_Lines,DownRight,DownRight,459.28,1,335
AMP,Orientation_NO_Lines,DownRight,UpLeft,472.63,1,206
AMP,Orientation_NO_Lines,DownRight,Absent,480.11,1,1011
AMP,Orientation_NO_Lines,UpRight,Absent,504.23,1,638
AMP,Orientation_NO_Lines,None,None,972.56,1,46
AMP,Orientation_NO_Lines,UpRight,Absent,805.87,1,624
AMP,Orientation_NO_Lines,Absent,DownLeft,996.33,1,680
AMP,Orientation_NO_Lines,Absent,DownLeft,739.62,1,986
AMP,Orientation_NO_Lines,UpRight,UpRight,1034.79,1,244
AMP,Orientation_NO_Lines,UpRight,Absent,1410.15,1,884
AMP,Orientation_NO_Lines,DownLeft,Absent,715.10,1,942
AMP,Orientation_NO_Lines,DownRight,DownRight,784.22,1,345
AMP,Orientation_NO_Lines,DownLeft,DownLeft,501.10,1,300
AMP,Orientation_NO_Lines,Absent,DownLeft,505.64,1,714
AMP,Orientation_NO_Lines,None,None,824.27,1,96
AMP,Orientation_NO_Lines,None,None,844.48,1,2
AMP,Orientation_NO_Lines,DownRight,UpLeft,768.79,1,224
AMP,Orientation_NO_Lines,Absent,UpRight,1195.04,1,905
AMP,Orientation_NO_Lines,Absent,None,645.79,1,549
AMP,Orientation_NO_Lines,DownLeft,DownLeft,758.94,1,291
AMP,Orientation_NO_Lines,None,Absent,579.54,1,435
AMP,Orientation_NO_Lines,UpRight,DownLeft,645.72,1,120
AMP,Orientation_NO_Lines,None,Absent,1658.07,0,402
AMP,Orientation_NO_Lines,UpLeft,UpLeft,671.44,1,372
AMP,Orientation_NO_Lines,Absent,None,583.03,1,493
AMP,Orientation_NO_Lines,Absent,None,537.68,1,527
AMP,Orientation_NO_Lines,Absent,DownLeft,506.02,1,1002
AMP,Orientation_NO_Lines,DownRight,Absent,536.00,1,1039
AMP,Orientation_NO_Lines,DownRight,Absent,1020.97,1,778
AMP,Orientation_NO_Lines,Absent,None,942.34,0,553
AMP,Orientation_NO_Lines,DownLeft,Absent,601.49,1,972
AMP,Orientation_NO_Lines,Absent,UpLeft,564.94,0,795
AMP,Orientation_NO_Lines,Absent,DownLeft,683.97,1,718
AMP,Orientation_NO_Lines,DownRight,Absent,442.92,1,772
AMP,Orientation_NO_Lines,DownRight,Absent,724.37,1,751
AMP,Orientation_NO_Lines,UpRight,UpRight,603.67,1,264
AMP,Orientation_NO_Lines,UpRight,DownLeft,544.61,1,164
AMP,Orientation_NO_Lines,DownRight,Absent,1524.68,1,1043
AMP,Orientation_NO_Lines,UpLeft,Absent,1130.99,1,1091
AMP,Orientation_NO_Lines,Absent,DownLeft,456.49,1,974
AMP,Orientation_NO_Lines,UpRight,DownLeft,369.06,1,127
AMP,Orientation_NO_Lines,UpLeft,Absent,537.01,1,1112
AMP,Orientation_NO_Lines,Absent,None,550.36,1,540
AMP,Orientation_NO_Lines,Absent,UpLeft,764.29,0,1140
AMP,Orientation_NO_Lines,Absent,UpRight,515.42,1,913
AMP,Orientation_NO_Lines,DownRight,Absent,512.14,1,1009
AMP,Orientation_NO_Lines,None,Absent,456.99,1,399
AMP,Orientation_NO_Lines,Absent,None,626.89,1,557
AMP,Orientation_NO_Lines,DownRight,UpLeft,561.98,1,195
AMP,Orientation_NO_Lines,None,None,703.50,1,6
AMP,Orientation_NO_Lines,UpLeft,Absent,787.30,1,1102
AMP,Orientation_NO_Lines,Absent,None,622.57,1,530
AMP,Orientation_NO_Lines,UpRight,Absent,776.82,0,625
AMP,Orientation_NO_Lines,DownRight,Absent,595.46,1,747
AMP,Orientation_NO_Lines,None,Absent,494.33,1,479
AMP,Orientation_NO_Lines,None,Absent,429.41,1,447
AMP,Orientation_NO_Lines,UpLeft,UpLeft,633.55,1,355
AMP,Orientation_NO_Lines,UpRight,Absent,670.39,1,899
AMP,Orientation_NO_Lines,Absent,DownLeft,595.67,1,651
AMP,Orientation_NO_Lines,DownRight,UpLeft,497.48,1,197
AMP,Orientation_NO_Lines,UpRight,DownLeft,464.84,1,141
AMP,Orientation_NO_Lines,Absent,DownLeft,562.34,1,704
AMP,Orientation_NO_Lines,None,Absent,807.59,1,451
AMP,Orientation_NO_Lines,DownRight,Absent,502.94,1,738
AMP,Orientation_NO_Lines,None,Absent,559.34,1,462
AMP,Orientation_NO_Lines,Absent,DownLeft,613.79,1,678
AMP,Orientation_NO_Lines,UpLeft,UpLeft,573.32,1,380
AMP,Orientation_NO_Lines,DownRight,Absent,631.69,1,730
AMP,Orientation_NO_Lines,UpRight,Absent,517.83,1,886
AMP,Orientation_NO_Lines,DownRight,DownRight,539.01,1,318
AMP,Orientation_NO_Lines,Absent,UpLeft,821.44,0,822
AMP,Orientation_NO_Lines,DownLeft,DownLeft,480.59,1,280
AMP,Orientation_NO_Lines,None,Absent,697.46,1,437
AMP,Orientation_NO_Lines,DownRight,Absent,488.70,1,759
AMP,Orientation_NO_Lines,DownRight,Absent,589.13,1,1010
AMP,Orientation_NO_Lines,None,Absent,633.79,1,480
AMP,Orientation_NO_Lines,None,None,571.80,1,93
AMP,Orientation_NO_Lines,UpRight,Absent,501.01,1,866
AMP,Orientation_NO_Lines,DownRight,Absent,576.98,1,723
AMP,Orientation_NO_Lines,DownLeft,DownLeft,1004.22,0,285
AMP,Orientation_NO_Lines,UpRight,Absent,447.13,1,891
AMP,Orientation_NO_Lines,None,None,627.79,1,83
AMP,Orientation_NO_Lines,UpRight,DownLeft,451.32,1,147
AMP,Orientation_NO_Lines,DownRight,UpLeft,477.39,1,194
AMP,Orientation_NO_Lines,DownLeft,DownLeft,588.59,1,294
AMP,Orientation_NO_Lines,None,None,582.37,1,69
AMP,Orientation_NO_Lines,UpRight,Absent,766.95,1,635
AMP,Orientation_NO_Lines,None,Absent,707.90,1,471
AMP,Orientation_NO_Lines,UpRight,Absent,598.94,1,610
AMP,Orientation_NO_Lines,Absent,UpRight,598.59,1,912
AMP,Orientation_NO_Lines,UpLeft,Absent,500.40,1,1096
AMP,Orientation_NO_Lines,Absent,DownLeft,561.70,1,985
AMP,Orientation_NO_Lines,DownRight,UpLeft,501.67,1,217
AMP,Orientation_NO_Lines,None,None,669.61,1,68
AMP,Orientation_NO_Lines,DownRight,UpLeft,416.83,1,228
AMP,Orientation_NO_Lines,None,Absent,598.47,1,458
AMP,Orientation_NO_Lines,DownRight,DownRight,867.19,1,314
AMP,Orientation_NO_Lines,Absent,DownLeft,629.08,1,976
AMP,Orientation_NO_Lines,UpRight,UpRight,466.31,1,269
AMP,Orientation_NO_Lines,None,None,671.44,1,94
AMP,Orientation_NO_Lines,DownLeft,Absent,553.68,1,950
AMP,Orientation_NO_Lines,UpRight,Absent,1000.48,0,900
