# subject, trial_id, rt, incorrect
2,52,436.18,0
2,116,588.48,0
2,85,341.57,0
2,57,519.28,0
2,138,440.67,0
2,199,549.91,0
2,133,533.89,0
2,163,545.28,0
2,75,581.15,0
2,8,584.70,0
2,28,468.91,0
2,74,423.54,0
2,92,509.31,0
2,674,474.89,0
2,750,419.75,0
2,663,353.85,0
2,685,432.75,0
2,672,408.93,0
2,740,412.48,0
2,607,594.13,0
2,657,1692.55,0
2,704,448.63,0
2,725,409.14,0
2,699,466.51,0
2,700,504.32,0
2,719,406.14,0
2,632,504.60,0
2,660,740.07,0
2,711,443.25,0
2,609,528.03,0
2,735,530.61,0
2,688,440.24,0
2,782,401.75,0
2,757,511.96,0
2,783,532.15,0
2,726,613.99,0
2,701,554.95,0
2,676,452.83,0
2,738,479.88,0
2,601,436.48,0
2,752,588.78,0
2,694,701.93,0
2,602,501.00,0
2,785,519.24,0
2,774,662.73,0
2,675,443.22,0
2,690,705.08,0
2,696,509.05,0
2,762,565.45,0
2,748,630.66,0
2,780,646.94,0
2,712,675.95,0
2,730,433.92,0
2,606,645.90,1
2,686,506.60,0
2,772,543.43,0
2,800,488.30,0
2,621,338.25,0
2,760,352.58,0
2,623,268.09,0
2,744,354.82,0
2,717,480.69,0
2,626,375.65,0
2,697,484.89,0
2,706,424.84,0
2,683,516.47,0
2,691,564.07,0
2,635,608.74,0
2,612,600.54,0
2,622,578.68,0
2,715,706.50,0
2,615,368.61,0
2,693,709.73,0
2,708,572.39,0
2,779,529.01,0
2,799,469.95,0
2,659,467.64,0
2,656,456.53,0
2,618,561.86,0
2,743,449.96,0
2,682,540.62,0
2,687,661.59,0
2,679,469.47,0
2,645,356.60,0
2,608,274.07,0
2,678,313.84,0
2,668,294.90,0
2,721,454.04,0
2,768,362.70,1
2,629,512.05,0
2,761,401.14,0
2,739,531.90,0
2,654,525.69,0
2,661,346.28,0
2,713,346.91,0
2,655,482.58,0
2,741,442.12,0
2,714,432.96,0
2,781,388.58,0
2,729,459.66,0
2,640,580.64,0
2,795,425.69,0
2,644,453.72,0
2,677,469.04,0
2,747,455.97,0
2,756,405.72,0
2,751,645.09,0
2,689,387.42,0
2,759,430.12,0
2,664,374.99,0
2,616,560.53,0
2,665,454.52,0
2,766,409.17,0
2,793,614.29,0
2,709,437.81,0
2,763,525.54,0
2,745,522.26,0
2,791,491.57,0
2,723,433.51,0
2,698,706.13,0
2,724,451.39,0
2,619,466.69,0
2,650,439.93,0
2,658,494.38,0
2,790,396.18,0
2,603,524.02,0
2,651,273.19,0
2,634,393.19,0
2,722,414.37,0
2,680,309.33,0
2,736,332.45,0
2,727,391.80,0
2,786,450.15,0
2,638,580.93,0
2,617,636.34,0
2,764,491.18,0
2,624,427.25,0
2,666,513.98,1
2,641,364.91,0
2,639,310.75,0
2,625,381.83,1
2,776,553.70,0
2,636,368.42,0
2,642,376.88,0
2,754,489.05,0
2,662,363.46,0
2,703,418.87,0
2,787,505.61,0
2,707,581.57,0
2,630,376.74,0
2,734,387.15,0
2,627,333.98,0
2,646,413.85,0
2,765,354.81,0
2,610,393.60,0
2,792,461.74,0
2,692,408.56,0
2,794,353.42,0
2,695,406.89,0
2,718,349.79,0
2,643,368.03,0
2,604,346.15,0
2,605,429.96,0
2,778,390.47,0
2,733,475.25,0
2,775,415.22,0
2,732,858.10,0
2,671,397.88,0
2,737,468.96,0
2,637,360.00,0
2,705,417.39,0
2,770,505.09,0
2,614,442.13,0
2,796,445.70,0
2,648,332.82,0
2,731,525.23,0
2,753,603.16,0
2,628,319.05,1
2,788,450.79,0
2,746,454.37,0
2,742,1041.07,0
2,758,937.99,0
2,716,499.30,0
2,681,454.92,0
2,667,409.55,0
2,749,433.68,0
2,673,416.70,0
2,611,425.14,0
2,669,443.40,0
2,684,468.48,0
2,710,434.87,0
2,769,650.74,0
2,633,392.10,0
2,652,443.60,1
2,789,631.12,0
2,777,771.65,0
2,613,261.55,0
2,653,423.61,0
2,647,400.77,0
2,631,305.50,0
2,720,418.66,0
2,702,748.05,0
2,620,420.90,0
2,670,459.69,0
2,784,420.21,0
2,728,535.31,0
2,649,365.70,0
2,755,401.55,0
2,771,457.95,0
2,797,678.72,0
2,767,541.40,0
2,798,524.42,0
2,773,562.23,0
2,398,548.40,0
2,233,454.12,0
2,347,366.69,0
2,305,571.80,0
2,365,407.09,0
2,358,446.85,0
2,338,459.23,0
2,284,343.41,0
2,277,339.16,0
2,287,362.29,0
2,228,423.57,0
2,209,466.27,0
2,315,461.04,0
2,291,630.94,0
2,352,386.95,0
2,313,497.18,0
2,240,683.71,0
2,319,659.88,0
2,226,661.49,0
2,373,491.86,0
2,379,460.21,0
2,330,513.68,0
2,397,567.14,0
2,389,691.05,0
2,363,783.65,0
2,217,420.31,0
2,310,599.00,0
2,259,450.91,0
2,270,486.78,0
2,388,447.29,0
2,292,401.93,0
2,331,709.79,0
2,368,615.51,0
2,309,700.29,0
2,272,1372.11,0
2,314,960.82,0
2,323,1004.51,0
2,376,511.03,0
2,348,578.19,0
2,265,615.03,0
2,208,453.22,0
2,220,1067.33,0
2,336,409.48,0
2,344,601.89,0
2,364,510.55,0
2,332,487.70,0
2,297,1071.47,0
2,308,1440.96,0
2,281,414.25,0
2,278,323.88,0
2,247,431.17,0
2,339,524.75,0
2,359,664.30,0
2,202,537.75,0
2,203,403.36,0
2,274,605.55,0
2,263,420.27,0
2,366,581.36,0
2,210,546.76,0
2,246,384.97,0
2,372,564.66,0
2,391,696.40,0
2,286,469.06,0
2,257,509.80,0
2,378,424.31,0
2,267,422.03,0
2,298,657.48,0
2,249,834.23,0
2,360,1045.22,1
2,238,483.24,0
2,242,401.69,0
2,219,367.09,0
2,351,524.27,0
2,256,814.51,0
2,262,663.47,0
2,252,558.42,0
2,221,476.87,0
2,302,794.53,0
2,251,674.80,1
2,264,472.89,0
2,333,506.78,0
2,382,816.60,0
2,318,787.88,0
2,227,582.06,0
2,260,489.73,0
2,290,612.66,0
2,324,529.16,0
2,317,591.42,0
2,396,679.12,0
2,245,428.31,0
2,266,403.50,0
2,214,434.46,0
2,322,386.15,0
2,295,478.75,0
2,395,576.26,0
2,201,379.25,0
2,387,436.62,0
2,340,453.88,0
2,349,472.13,0
2,350,471.78,0
2,316,514.48,0
2,345,432.92,0
2,222,1045.07,0
2,224,488.97,0
2,312,432.85,0
2,307,511.76,0
2,377,433.13,0
2,207,448.45,0
2,375,472.55,0
2,223,570.03,0
2,239,758.52,0
2,254,1264.02,0
2,268,935.91,0
2,294,2000.00,1
2,329,2000.00,1
2,261,397.69,0
2,392,656.63,0
2,241,432.22,0
2,320,488.62,0
2,357,428.59,0
2,244,649.37,0
2,353,561.94,0
2,276,471.57,0
2,303,704.08,0
2,356,687.11,0
2,370,449.98,0
2,258,787.19,0
2,341,567.69,0
2,342,713.12,0
2,229,1039.56,0
2,321,759.38,1
2,282,579.99,0
2,248,694.10,0
2,384,693.75,0
2,304,614.16,0
2,355,534.56,0
2,205,572.36,0
2,230,494.73,0
2,328,475.79,0
2,232,574.27,0
2,300,581.74,0
2,279,1108.77,0
2,206,782.61,0
2,250,274.45,0
2,301,350.42,0
2,337,481.18,0
2,225,541.50,0
2,296,659.54,0
2,231,701.26,0
2,386,528.71,0
2,289,1002.90,0
2,285,549.54,0
2,367,488.53,0
2,243,588.95,0
2,394,778.42,0
2,334,512.92,0
2,393,594.76,0
2,288,391.87,0
2,306,737.89,1
2,216,548.70,0
2,237,405.51,0
2,343,432.55,0
2,299,614.19,0
2,211,438.69,1
2,311,546.94,0
2,253,421.37,0
2,275,386.76,0
2,212,623.19,0
2,346,381.18,0
2,269,381.82,0
2,385,374.61,0
2,380,1019.05,0
2,374,654.72,0
2,271,349.10,0
2,273,771.43,1
2,369,606.71,0
2,283,387.19,0
2,371,411.29,0
2,354,302.35,1
2,399,626.83,0
2,218,450.36,0
2,400,580.15,0
2,213,563.17,0
2,255,404.32,0
2,362,421.58,0
2,390,407.53,0
2,325,486.43,0
2,335,379.46,0
2,383,382.99,0
2,293,311.22,0
2,204,414.59,0
2,327,470.99,0
2,280,505.85,0
2,381,395.93,0
2,234,333.93,0
2,361,560.57,0
2,215,436.94,0
2,235,501.18,0
2,236,372.64,0
2,326,414.38,0
2,844,2000.00,1
2,878,2000.00,1
2,862,2000.00,1
2,923,2000.00,1
2,887,2000.00,1
2,805,2000.00,1
2,946,2000.00,1
2,996,2000.00,1
2,924,2000.00,1
2,916,2000.00,1
2,900,2000.00,1
2,973,2000.00,1
2,858,2000.00,1
2,832,2000.00,1
2,863,2000.00,1
2,830,2000.00,1
2,827,2000.00,1
2,819,2000.00,1
2,919,2000.00,1
2,974,2000.00,1
2,990,2000.00,1
2,959,2000.00,1
2,859,2000.00,1
2,975,2000.00,1
2,802,2000.00,1
2,992,2000.00,1
2,918,2000.00,1
2,877,2000.00,1
2,969,2000.00,1
2,852,2000.00,1
2,824,2000.00,1
2,817,2000.00,1
2,838,2000.00,1
2,921,2000.00,1
2,998,2000.00,1
2,829,2000.00,1
2,948,2000.00,1
2,906,2000.00,1
2,806,2000.00,1
2,803,2000.00,1
2,813,2000.00,1
2,846,2000.00,1
2,920,2000.00,1
2,912,2000.00,1
2,934,2000.00,1
2,985,2000.00,1
2,812,2000.00,1
2,909,2000.00,1
2,995,2000.00,1
2,987,2000.00,1
2,982,2000.00,1
2,809,2000.00,1
2,823,2000.00,1
2,944,2000.00,1
2,881,2000.00,1
2,893,2000.00,1
2,869,2000.00,1
2,861,2000.00,1
2,999,2000.00,1
2,879,2000.00,1
2,895,2000.00,1
2,835,2000.00,1
2,943,2000.00,1
2,831,2000.00,1
2,888,2000.00,1
2,885,2000.00,1
2,847,2000.00,1
2,927,2000.00,1
2,986,2000.00,1
2,801,2000.00,1
2,941,2000.00,1
2,971,2000.00,1
2,932,2000.00,1
2,818,2000.00,1
2,955,2000.00,1
2,926,2000.00,1
2,914,2000.00,1
2,899,2000.00,1
2,851,2000.00,1
2,967,2000.00,1
2,814,2000.00,1
2,907,2000.00,1
2,994,2000.00,1
2,910,2000.00,1
2,882,2000.00,1
2,902,2000.00,1
2,908,2000.00,1
2,834,2000.00,1
2,816,2000.00,1
2,822,2000.00,1
2,936,2000.00,1
2,836,2000.00,1
2,960,2000.00,1
2,966,2000.00,1
2,850,2000.00,1
2,884,2000.00,1
2,826,2000.00,1
2,871,2000.00,1
2,854,2000.00,1
2,811,2000.00,1
2,937,2000.00,1
2,867,2000.00,1
2,957,2000.00,1
2,860,2000.00,1
2,890,2000.00,1
2,865,2000.00,1
2,947,2000.00,1
2,872,2000.00,1
2,840,2000.00,1
2,901,2000.00,1
2,997,2000.00,1
2,925,2000.00,1
2,913,2000.00,1
2,837,2000.00,1
2,983,2000.00,1
2,892,2000.00,1
2,964,2000.00,1
2,856,2000.00,1
2,958,2000.00,1
2,875,2000.00,1
2,929,2000.00,1
2,855,2000.00,1
2,979,2000.00,1
2,939,2000.00,1
2,853,2000.00,1
2,807,2000.00,1
2,993,2000.00,1
2,956,2000.00,1
2,898,2000.00,1
2,928,2000.00,1
2,842,2000.00,1
2,808,2000.00,1
2,849,2000.00,1
2,820,2000.00,1
2,876,2000.00,1
2,870,2000.00,1
2,848,2000.00,1
2,905,2000.00,1
2,911,2000.00,1
2,868,2000.00,1
2,968,2000.00,1
2,962,2000.00,1
2,810,2000.00,1
2,949,2000.00,1
2,874,2000.00,1
2,961,2000.00,1
2,891,2000.00,1
2,965,2000.00,1
2,951,2000.00,1
2,904,2000.00,1
2,804,2000.00,1
2,977,2000.00,1
2,915,2000.00,1
2,886,2000.00,1
2,980,2000.00,1
2,954,2000.00,1
2,984,2000.00,1
2,935,2000.00,1
2,880,2000.00,1
2,963,2000.00,1
2,828,2000.00,1
2,970,2000.00,1
2,889,2000.00,1
2,903,2000.00,1
2,833,2000.00,1
2,976,2000.00,1
2,950,2000.00,1
2,897,2000.00,1
2,972,2000.00,1
2,938,2000.00,1
2,866,2000.00,1
2,857,2000.00,1
2,933,2000.00,1
2,845,2000.00,1
2,825,2000.00,1
2,1000,2000.00,1
2,989,2000.00,1
2,883,2000.00,1
2,896,2000.00,1
2,988,2000.00,1
2,952,2000.00,1
2,953,2000.00,1
2,873,2000.00,1
2,894,2000.00,1
2,843,2000.00,1
2,981,2000.00,1
2,841,2000.00,1
2,978,2000.00,1
2,864,2000.00,1
2,922,2000.00,1
2,930,2000.00,1
2,945,2000.00,1
2,942,2000.00,1
2,917,2000.00,1
2,821,2000.00,1
2,839,2000.00,1
2,931,2000.00,1
2,940,2000.00,1
2,815,2000.00,1
2,991,2000.00,1
3,145,652.78,0
3,196,668.10,0
3,65,551.32,0
3,67,545.08,0
3,123,423.41,0
3,51,475.92,0
3,56,520.56,0
3,58,575.99,0
3,170,388.76,0
3,172,453.97,0
3,85,388.07,1
3,177,598.08,0
3,94,645.68,0
3,57,701.11,0
3,159,459.09,0
3,133,581.04,0
3,110,620.81,0
3,157,625.34,0
3,40,1145.52,1
3,146,573.78,0
3,124,523.53,0
3,168,538.84,0
3,161,1029.67,0
3,52,528.37,0
3,14,484.97,0
3,179,858.39,0
3,136,609.52,0
3,95,571.98,0
3,104,907.23,0
3,82,628.04,0
3,114,477.99,0
3,154,525.59,0
3,143,543.82,0
3,42,520.98,0
3,181,520.62,0
3,197,580.95,0
3,155,748.89,0
3,17,1016.64,0
3,19,506.51,0
3,21,574.67,0
3,4,470.61,0
3,153,661.06,0
3,111,1595.12,1
3,188,1837.43,0
3,184,852.76,0
3,178,746.74,0
3,121,997.85,0
3,54,531.76,0
3,103,735.92,0
3,128,521.30,0
3,46,418.21,0
3,81,443.30,0
3,91,556.44,0
3,44,683.30,0
3,112,524.45,0
3,53,464.41,0
3,106,460.16,0
3,62,463.71,0
3,47,495.67,0
3,113,437.58,0
3,116,481.28,0
3,34,455.49,0
3,102,429.70,0
3,60,504.69,0
3,194,450.52,0
3,41,444.32,0
3,92,377.44,0
3,69,449.48,0
3,167,407.07,0
3,151,530.98,0
3,70,582.50,0
3,71,703.46,0
3,132,703.11,0
3,118,569.70,0
3,117,464.66,0
3,36,577.82,0
3,148,419.94,0
3,187,437.19,0
3,79,607.11,0
3,126,405.21,0
3,50,756.12,0
3,163,559.09,0
3,68,670.29,0
3,109,681.69,0
3,2,578.60,0
3,77,707.40,0
3,66,620.96,0
3,129,487.55,0
3,25,613.41,0
3,169,479.02,0
3,3,377.90,0
3,24,461.71,0
3,144,469.19,0
3,45,457.10,0
3,107,452.83,0
3,160,512.18,0
3,28,569.55,0
3,6,448.86,0
3,43,489.60,0
3,80,501.01,0
3,74,427.28,0
3,122,421.06,0
3,120,472.57,0
3,162,490.80,0
3,72,391.65,0
3,29,332.58,0
3,156,486.84,0
3,166,450.28,0
3,27,435.27,0
3,165,543.51,0
3,131,574.49,0
3,16,496.84,0
3,140,443.66,0
3,89,455.05,0
3,135,656.26,0
3,13,411.29,0
3,1,565.55,0
3,11,631.74,0
3,182,806.52,1
3,59,1040.99,0
3,64,599.36,0
3,5,583.36,0
3,142,501.81,0
3,199,534.73,0
3,63,465.87,0
3,31,458.69,0
3,149,693.15,0
3,180,601.82,0
3,38,663.10,0
3,115,875.08,0
3,125,605.66,0
3,15,567.16,0
3,185,639.20,0
3,49,590.92,0
3,141,343.02,1
3,33,592.18,0
3,22,400.05,0
3,174,418.30,0
3,189,646.91,0
3,61,839.30,0
3,150,561.09,0
3,98,663.46,0
3,7,714.98,0
3,130,425.01,0
3,93,604.70,0
3,48,709.05,0
3,198,531.59,0
3,200,529.30,0
3,20,442.84,0
3,186,440.53,0
3,158,559.55,0
3,191,656.08,0
3,105,805.43,0
3,173,504.69,0
3,39,447.60,0
3,108,626.30,0
3,176,443.97,0
3,26,480.80,0
3,23,568.52,0
3,99,673.84,0
3,8,725.35,0
3,9,481.37,0
3,138,524.07,0
3,171,573.61,0
3,119,493.03,0
3,86,389.96,0
3,192,417.99,0
3,83,456.78,0
3,10,797.89,0
3,90,810.26,0
3,88,500.74,0
3,183,539.53,0
3,55,443.29,0
3,152,553.51,0
3,139,623.59,0
3,12,408.00,0
3,18,394.93,0
3,73,489.48,0
3,76,349.23,0
3,164,465.30,0
3,101,740.89,0
3,96,578.12,0
3,35,547.46,0
3,97,438.48,0
3,87,484.13,0
3,190,337.99,1
3,127,473.65,0
3,75,610.27,0
3,137,807.58,0
3,37,526.42,0
3,32,580.86,0
3,78,442.56,0
3,100,558.63,0
3,193,477.07,0
3,134,556.96,0
3,147,460.74,0
3,175,488.76,0
3,195,536.36,0
3,30,704.29,0
3,84,507.28,0
3,974,830.41,0
3,988,401.50,0
3,833,512.70,0
3,941,440.92,0
3,824,584.39,0
3,928,404.02,0
3,837,529.88,0
3,1000,509.00,0
3,878,438.20,0
3,959,391.87,0
3,957,436.52,0
3,805,860.83,0
3,994,384.95,0
3,806,512.79,0
3,868,551.58,0
3,961,400.56,0
3,844,420.75,0
3,916,419.43,0
3,970,465.05,0
3,877,514.62,0
3,927,421.32,0
3,921,1032.49,0
3,835,517.48,0
3,810,825.34,0
3,889,678.22,0
3,920,539.93,0
3,853,610.02,0
3,884,572.49,0
3,848,495.84,0
3,956,442.65,0
3,862,429.59,0
3,968,405.76,0
3,930,461.18,0
3,897,517.57,0
3,891,517.23,0
3,915,945.44,0
3,980,662.33,0
3,990,646.33,0
3,913,636.20,0
3,943,585.93,0
3,900,429.05,0
3,907,433.60,0
3,972,738.52,0
3,992,570.85,0
3,903,576.39,0
3,964,502.66,0
3,863,734.19,0
3,834,724.07,0
3,967,527.05,0
3,982,519.84,0
3,969,443.19,0
3,841,581.79,0
3,852,480.66,0
3,828,538.04,0
3,931,448.66,0
3,946,747.71,0
3,817,456.77,0
3,842,493.59,0
3,925,617.52,0
3,831,796.23,0
3,820,503.32,0
3,879,388.50,0
3,976,434.14,0
3,933,548.27,0
3,966,550.86,0
3,979,563.23,0
3,978,1083.41,0
3,885,705.38,0
3,908,529.89,0
3,812,525.65,0
3,999,496.92,0
3,836,429.06,0
3,899,531.44,0
3,940,456.75,0
3,816,519.01,0
3,926,458.01,0
3,905,445.92,0
3,985,479.81,0
3,811,559.70,0
3,944,405.75,0
3,923,530.63,0
3,880,416.80,0
3,945,426.22,0
3,888,537.43,0
3,860,598.72,0
3,861,682.53,0
3,821,481.60,0
3,819,449.93,0
3,981,436.87,0
3,975,635.16,0
3,939,734.61,0
3,845,435.84,1
3,807,601.83,0
3,839,618.12,0
3,846,448.50,0
3,947,421.74,0
3,955,687.52,0
3,904,561.94,0
3,989,455.92,0
3,914,548.52,0
3,829,881.82,0
3,965,583.04,0
3,830,1381.11,0
3,949,553.98,0
3,909,494.93,0
3,827,800.82,0
3,847,695.79,0
3,825,679.78,0
3,809,624.64,0
3,886,872.83,0
3,898,593.63,0
3,906,615.78,0
3,854,702.52,0
3,883,540.73,0
3,814,520.81,0
3,855,404.03,0
3,924,563.17,0
3,843,433.67,0
3,866,492.01,0
3,912,421.24,0
3,954,1033.39,0
3,901,797.23,0
3,910,810.58,0
3,991,721.21,0
3,984,557.45,0
3,869,712.69,0
3,902,411.95,0
3,993,463.46,0
3,840,423.00,0
3,932,432.45,0
3,942,388.07,0
3,832,648.97,0
3,813,502.82,0
3,882,708.94,0
3,951,589.22,0
3,804,473.42,0
3,938,372.29,0
3,867,500.13,0
3,872,561.42,0
3,917,382.99,0
3,896,560.71,0
3,893,458.63,0
3,986,472.96,0
3,977,558.70,0
3,937,755.03,0
3,935,468.00,0
3,859,510.71,0
3,958,450.67,0
3,815,449.36,0
3,870,727.86,0
3,918,434.96,0
3,875,829.91,0
3,983,488.08,0
3,995,719.61,0
3,963,487.39,0
3,948,509.55,0
3,851,485.72,0
3,864,687.91,0
3,997,681.69,0
3,936,766.47,0
3,801,490.19,0
3,987,399.83,0
3,929,524.74,0
3,892,540.05,0
3,858,577.86,0
3,894,539.36,0
3,952,580.11,0
3,871,882.09,0
3,865,598.97,0
3,996,696.48,0
3,953,873.23,0
3,838,1394.39,0
3,919,1035.94,0
3,922,843.81,0
3,934,1211.35,0
3,973,1144.47,1
3,876,527.72,0
3,822,581.19,0
3,808,437.00,0
3,803,514.94,0
3,881,443.17,0
3,856,340.08,0
3,960,512.92,0
3,818,439.18,0
3,950,455.47,0
3,849,818.14,0
3,873,724.84,0
3,826,501.40,0
3,850,500.08,0
3,874,487.02,0
3,802,462.21,0
3,998,494.15,0
3,895,580.89,0
3,890,1002.25,0
3,887,532.24,0
3,857,384.15,0
3,971,476.75,0
3,823,482.29,0
3,911,441.83,0
3,962,1372.94,0
3,744,618.38,0
3,776,487.90,0
3,688,423.94,0
3,687,454.91,0
3,782,421.30,0
3,777,454.22,0
3,673,1255.21,0
3,770,545.48,0
3,695,369.04,0
3,766,376.51,0
3,750,359.52,0
3,628,790.67,0
3,712,609.31,0
3,710,475.90,0
3,658,666.33,0
3,642,679.69,0
3,608,447.46,0
3,667,435.37,0
3,639,627.78,0
3,660,791.81,0
3,602,561.53,0
3,730,357.66,0
3,748,421.90,0
3,663,682.80,0
3,649,566.02,0
3,692,426.72,0
3,764,414.65,0
3,696,670.65,0
3,760,643.89,0
3,611,698.33,0
3,669,800.71,0
3,790,368.88,0
3,654,470.30,0
3,784,677.37,0
3,714,542.01,0
3,758,571.98,0
3,633,705.68,0
3,672,809.06,0
3,765,734.35,0
3,651,554.95,0
3,644,369.67,0
3,747,626.65,0
3,693,776.99,0
3,720,685.65,0
3,609,702.92,0
3,798,954.03,0
3,686,749.19,0
3,623,621.65,0
3,781,408.00,0
3,647,729.56,0
3,774,817.28,0
3,746,731.80,0
3,724,908.56,0
3,636,643.05,0
3,700,740.55,0
3,622,486.79,0
3,629,647.89,0
3,751,1032.06,0
3,775,641.32,0
3,778,655.65,0
3,624,556.48,0
3,620,542.44,0
3,728,844.43,0
3,677,1127.83,0
3,603,438.66,0
3,741,357.09,0
3,699,466.33,0
3,691,403.38,0
3,793,639.80,0
3,627,524.99,0
3,773,1219.33,0
3,635,1254.20,0
3,733,813.56,0
3,752,697.77,0
3,632,523.26,0
3,631,663.80,0
3,736,465.81,0
3,734,841.19,0
3,678,826.15,0
3,630,659.49,0
3,759,780.47,0
3,780,432.78,0
3,722,607.57,0
3,701,439.90,0
3,763,508.05,0
3,626,420.62,0
3,625,1291.07,0
3,787,606.81,0
3,705,578.10,0
3,796,444.68,0
3,641,649.79,0
3,788,687.61,0
3,618,587.47,0
3,665,666.36,0
3,717,727.66,0
3,726,607.95,0
3,689,606.63,0
3,797,1115.07,0
3,742,620.61,0
3,683,512.64,0
3,794,375.31,0
3,676,341.70,0
3,614,661.30,0
3,607,849.79,0
3,704,983.47,0
3,671,727.77,0
3,645,543.46,0
3,732,742.73,0
3,745,485.05,0
3,757,751.82,0
3,785,390.43,0
3,756,494.78,0
3,617,601.08,0
3,779,480.37,0
3,795,375.34,0
3,702,645.05,0
3,646,582.08,1
3,749,539.66,0
3,634,475.72,0
3,735,724.86,0
3,606,647.22,0
3,662,534.35,0
3,682,435.18,0
3,674,770.42,0
3,619,545.04,0
3,653,674.84,0
3,729,559.02,0
3,800,473.57,0
3,694,530.93,0
3,703,526.68,0
3,731,932.37,0
3,753,559.24,0
3,640,856.36,0
3,621,476.36,0
3,681,417.32,0
3,792,410.11,0
3,737,815.83,0
3,616,459.33,0
3,661,486.38,0
3,755,474.29,0
3,708,664.73,0
3,605,526.43,1
3,615,551.52,0
3,643,577.59,0
3,754,702.49,0
3,670,687.47,0
3,648,543.28,1
3,709,535.12,0
3,743,509.33,0
3,767,607.81,0
3,725,435.26,0
3,690,779.32,0
3,659,713.41,0
3,738,507.59,0
3,652,425.05,0
3,668,466.77,0
3,656,671.91,0
3,613,474.90,0
3,799,416.82,0
3,719,409.61,0
3,715,327.09,0
3,706,379.58,0
3,685,429.14,0
3,739,447.38,0
3,783,615.32,0
3,680,493.64,0
3,789,542.23,0
3,601,608.41,0
3,791,539.58,0
3,761,523.58,0
3,655,316.77,0
3,664,558.09,1
3,610,492.19,0
3,727,414.57,0
3,612,604.04,0
3,713,454.97,0
3,711,512.35,0
3,666,986.53,0
3,638,789.53,0
3,771,511.31,0
3,698,459.10,0
3,768,441.14,0
3,786,577.78,0
3,637,539.27,1
3,740,555.56,0
3,716,808.63,0
3,657,478.53,0
3,721,391.12,0
3,604,446.55,0
3,718,616.45,0
3,675,434.11,0
3,769,417.13,0
3,679,546.91,0
3,684,513.30,0
3,650,811.37,0
3,697,525.33,0
3,723,573.90,0
3,762,485.50,0
3,707,646.59,0
3,772,470.13,0
3,343,673.22,0
3,332,413.59,0
3,239,587.40,0
3,210,606.62,0
3,291,593.57,0
3,364,587.35,0
3,360,749.43,0
3,353,517.18,0
3,277,738.95,0
3,373,464.63,0
3,255,527.89,0
3,262,535.37,0
3,385,410.74,0
3,310,1093.34,0
3,256,482.46,0
3,352,473.31,0
3,226,477.84,0
3,384,399.22,0
3,365,377.36,0
3,307,394.63,0
3,315,489.18,0
3,338,378.27,0
3,293,460.11,0
3,271,313.98,1
3,399,426.14,0
3,309,599.95,0
3,369,469.48,0
3,252,582.63,0
3,289,628.28,0
3,324,494.86,0
3,240,528.76,0
3,371,701.59,0
3,388,623.93,0
3,347,609.89,0
3,302,528.34,0
3,323,581.81,0
3,346,523.73,0
3,322,423.57,0
3,273,661.00,0
3,241,855.36,0
3,281,678.88,0
3,212,796.93,0
3,294,390.54,0
3,342,429.33,0
3,217,609.98,0
3,382,401.24,0
3,357,462.54,0
3,201,1048.27,0
3,341,799.39,0
3,326,434.10,0
3,303,490.49,0
3,330,409.91,0
3,354,377.29,0
3,243,480.66,1
3,257,624.13,1
3,320,632.60,0
3,314,1189.96,0
3,208,1096.67,0
3,292,667.76,0
3,232,608.71,0
3,216,699.36,0
3,204,540.50,0
3,400,521.57,0
3,237,533.93,0
3,248,530.64,0
3,207,715.23,0
3,372,756.95,0
3,367,681.28,0
3,311,632.01,0
3,313,860.61,0
3,318,1008.99,1
3,344,685.76,0
3,229,1045.47,0
3,377,450.22,0
3,327,449.87,0
3,361,610.97,0
3,387,419.84,0
3,375,1169.96,0
3,329,587.44,0
3,368,616.44,0
3,290,898.86,0
3,391,613.78,0
3,268,631.05,0
3,383,480.02,0
3,331,377.92,0
3,266,471.50,0
3,274,448.65,0
3,246,598.97,0
3,218,528.19,0
3,328,336.07,0
3,260,1084.22,0
3,249,620.10,0
3,333,419.17,0
3,378,481.44,0
3,272,666.00,0
3,259,608.93,0
3,269,642.82,0
3,359,393.95,0
3,214,479.69,0
3,394,367.82,0
3,337,604.25,0
3,258,514.87,0
3,267,674.01,0
3,349,366.42,0
3,209,520.66,0
3,276,755.15,0
3,247,488.67,0
3,345,476.57,0
3,312,1397.91,0
3,288,2000.00,1
3,261,1562.59,0
3,325,2000.00,1
3,279,1108.88,0
3,304,1108.53,0
3,390,497.64,0
3,319,675.37,1
3,358,386.37,0
3,228,436.90,0
3,222,562.78,0
3,396,778.67,0
3,244,1377.13,0
3,213,616.53,0
3,265,670.00,0
3,395,663.77,0
3,215,2000.00,1
3,366,1099.47,0
3,225,936.71,0
3,219,753.39,0
3,285,511.37,0
3,389,436.65,0
3,376,533.17,0
3,380,1119.88,0
3,224,609.77,0
3,254,1053.63,0
3,242,536.68,0
3,298,501.11,0
3,234,506.62,0
3,296,556.18,0
3,351,650.74,1
3,316,393.07,0
3,348,597.21,0
3,250,1352.22,0
3,336,605.33,0
3,306,374.07,0
3,270,1352.16,0
3,230,2000.00,1
3,321,665.57,0
3,299,1756.19,0
3,202,523.99,0
3,300,462.97,0
3,335,416.65,0
3,301,688.31,0
3,340,406.17,0
3,227,552.59,0
3,370,351.66,0
3,205,351.32,0
3,238,769.74,0
3,231,861.36,0
