# subject, trial_id, rt, incorrect
1,656,643.05,0
1,646,526.27,0
1,790,591.48,0
1,793,638.08,0
1,700,668.08,0
1,676,428.02,0
1,737,660.54,0
1,619,503.63,0
1,621,727.35,0
1,764,619.38,0
1,648,627.84,0
1,630,579.55,0
1,632,444.18,0
1,766,643.43,0
1,692,590.25,0
1,784,678.93,0
1,757,723.60,0
1,607,582.36,0
1,706,597.65,0
1,717,638.40,0
1,777,670.35,0
1,665,823.61,0
1,773,712.71,0
1,615,688.89,0
1,711,629.83,0
1,616,1012.04,0
1,689,597.81,0
1,637,452.65,0
1,712,565.82,0
1,701,626.12,0
1,725,536.75,0
1,713,546.17,0
1,789,592.80,0
1,658,776.40,0
1,625,682.12,0
1,719,563.38,0
1,644,609.02,0
1,778,562.68,0
1,639,895.98,0
1,703,977.82,0
1,729,518.58,0
1,728,583.79,0
1,688,585.40,0
1,704,487.22,0
1,626,672.77,0
1,797,563.82,0
1,659,683.81,0
1,680,576.82,0
1,707,538.31,0
1,782,490.98,0
1,771,598.26,0
1,657,714.36,0
1,732,545.71,0
1,679,687.25,0
1,641,645.80,0
1,694,642.52,0
1,699,550.20,0
1,788,553.76,0
1,669,581.79,0
1,667,655.81,0
1,695,670.13,0
1,800,566.07,0
1,745,516.79,0
1,744,566.35,0
1,787,627.65,0
1,708,586.19,0
1,765,851.00,0
1,750,588.44,0
1,733,532.31,0
1,690,599.47,0
1,798,637.28,0
1,781,567.48,0
1,786,679.64,0
1,762,568.74,0
1,634,609.49,0
1,736,631.64,0
1,640,850.45,0
1,796,1067.31,0
1,604,930.96,0
1,102,1448.85,0
1,83,994.51,0
1,111,576.37,0
1,121,519.25,0
1,76,998.34,0
1,156,799.37,0
1,55,728.59,0
1,89,686.16,0
1,143,513.61,0
1,198,607.19,0
1,14,780.03,0
1,41,456.80,0
1,10,523.96,0
1,142,494.26,0
1,145,743.40,0
1,164,554.23,0
1,64,932.52,0
1,52,652.33,0
1,15,617.75,0
1,94,486.30,0
1,90,523.13,0
1,191,559.95,0
1,195,775.85,0
1,62,1303.84,0
1,138,1023.66,0
1,174,1087.90,0
1,98,587.58,0
1,144,605.82,0
1,200,686.68,0
1,122,710.79,0
1,173,688.92,0
1,39,673.90,0
1,44,831.08,0
1,188,1084.14,1
1,29,1567.14,0
1,196,816.34,0
1,26,729.87,0
1,114,703.11,0
1,21,803.55,0
1,84,918.64,0
1,67,896.78,0
1,172,583.32,0
1,109,747.35,0
1,136,657.00,0
1,32,750.58,0
1,184,592.71,0
1,58,1136.37,1
1,117,670.29,0
1,148,783.43,0
1,51,751.78,0
1,152,692.72,0
1,12,1126.81,0
1,124,749.76,0
1,108,748.44,0
1,36,1639.43,0
1,77,747.74,0
1,182,486.16,0
1,160,663.87,0
1,116,554.93,0
1,169,589.80,0
1,23,1056.17,0
1,28,1179.11,0
1,74,944.90,0
1,40,665.70,0
1,112,600.79,0
1,75,637.61,0
1,38,1027.66,0
1,81,1195.61,0
1,105,586.67,0
1,194,769.30,0
1,163,621.21,0
1,123,687.39,0
1,137,540.28,0
1,141,634.84,0
1,87,827.23,0
1,6,853.30,0
1,70,692.49,0
1,153,534.63,0
1,140,645.82,0
1,106,530.01,0
1,92,685.24,0
1,35,698.60,0
1,150,651.27,0
1,60,743.87,0
1,43,749.40,0
1,165,596.41,0
1,119,716.41,0
1,78,1217.04,0
1,96,1279.29,0
1,167,659.61,0
1,3,833.42,0
1,34,602.17,0
1,72,691.82,0
1,82,751.17,0
1,24,660.81,0
1,85,571.41,0
1,192,631.74,0
1,127,731.18,0
1,53,622.24,0
1,185,671.79,0
1,61,648.94,0
1,154,706.30,0
1,46,964.27,0
1,134,644.96,0
1,86,638.73,0
1,186,536.63,0
1,155,636.09,0
1,175,578.99,0
1,129,698.01,0
1,63,636.98,0
1,73,865.59,0
1,113,663.69,0
1,48,976.45,0
1,171,636.57,0
1,22,679.27,0
1,25,770.90,0
1,183,582.70,0
1,146,1080.37,0
1,133,594.73,0
1,19,602.21,0
1,47,1221.21,1
1,107,579.01,0
1,135,577.68,0
1,7,812.15,0
1,168,598.50,0
1,128,584.45,0
1,13,526.39,0
1,139,694.34,0
1,157,814.32,0
1,71,626.11,0
1,33,788.20,0
1,100,711.53,0
1,180,710.21,0
1,181,1338.99,0
1,80,551.01,0
1,197,1050.63,0
1,179,766.55,0
1,54,551.92,0
1,189,1134.71,0
1,49,713.64,0
1,79,665.34,0
1,161,718.81,0
1,45,521.80,0
1,27,749.43,0
1,31,528.94,0
1,93,447.38,0
1,99,580.10,0
1,59,488.76,0
1,131,517.75,0
1,162,785.50,0
1,11,828.21,0
1,130,558.78,0
1,151,708.15,0
1,9,621.70,0
1,104,684.95,0
1,20,630.79,0
1,97,752.74,0
1,56,630.09,0
1,190,612.12,0
1,57,1206.68,0
1,16,904.96,0
1,178,558.24,0
1,91,685.11,0
1,101,714.11,0
1,110,915.32,0
1,126,985.41,0
1,50,2000.00,1
1,170,639.32,0
1,125,1063.62,0
1,18,647.45,0
1,95,576.65,0
1,118,556.73,0
1,176,735.44,0
1,37,932.73,0
1,42,816.94,0
1,166,560.23,0
1,158,894.52,0
1,30,1130.94,0
1,5,551.38,0
1,103,521.67,0
1,17,838.33,0
1,187,609.04,0
1,193,667.39,0
1,2,708.15,0
1,4,683.34,0
1,149,573.39,0
1,1,689.49,0
1,132,822.21,0
1,8,645.75,0
1,65,1098.42,0
1,115,572.64,0
1,199,849.20,0
1,68,834.18,0
1,177,628.36,0
1,147,652.46,0
1,88,608.09,0
1,120,658.62,0
1,69,1018.34,0
1,66,662.83,0
1,159,689.86,0
1,562,1312.77,1
1,551,643.17,0
1,522,1000.92,0
1,443,572.99,0
1,579,768.35,0
1,585,758.20,0
1,574,1060.21,0
1,405,545.19,0
1,421,1321.73,0
1,543,511.24,0
1,427,1524.55,0
1,411,925.40,0
1,424,529.75,0
1,575,517.66,0
1,501,640.60,0
1,457,556.13,0
1,452,745.58,0
1,550,609.24,0
1,453,628.46,0
1,445,693.66,0
1,503,709.96,0
1,489,634.27,0
1,463,630.01,0
1,502,488.77,0
1,447,606.81,0
1,410,531.11,0
1,511,652.09,0
1,586,536.30,0
1,451,771.74,0
1,553,1060.05,0
1,402,804.33,0
1,504,637.63,0
1,528,595.23,0
1,518,634.02,0
1,521,565.18,0
1,482,669.53,0
1,526,550.79,0
1,474,644.37,0
1,477,606.84,0
1,509,501.80,0
1,454,590.49,0
1,417,628.31,0
1,529,461.63,0
1,536,637.39,0
1,580,704.55,0
1,415,857.83,0
1,476,719.51,0
1,401,586.10,0
1,598,587.70,0
1,434,635.30,0
1,494,697.58,0
1,555,607.21,0
1,483,647.98,0
1,587,522.39,0
1,468,746.09,0
1,456,925.79,0
1,535,572.21,0
1,499,542.53,0
1,437,1029.44,0
1,505,515.41,0
1,460,882.95,0
1,458,664.41,0
1,423,444.90,0
1,404,750.81,0
1,592,483.35,0
1,435,714.89,0
1,449,559.93,0
1,590,811.09,0
1,484,617.96,0
1,472,1196.85,0
1,497,787.50,0
1,478,522.99,0
1,432,568.63,0
1,544,531.09,0
1,414,611.95,0
1,480,540.19,0
1,470,548.65,0
1,419,825.18,0
1,416,916.81,0
1,498,628.81,0
1,516,553.12,0
1,496,1169.19,0
1,594,817.59,0
1,520,1127.40,0
1,593,632.95,0
1,475,778.38,0
1,442,789.78,0
1,582,700.39,0
1,577,1093.37,0
1,500,750.58,0
1,532,560.40,0
1,546,566.92,0
1,407,756.39,0
1,589,551.54,0
1,422,1061.94,0
1,485,929.51,0
1,515,499.63,0
1,490,932.71,0
1,600,630.04,0
1,571,792.12,0
1,542,652.82,0
1,506,538.99,0
1,596,612.99,0
1,514,596.02,0
1,403,913.67,0
1,570,543.46,0
1,420,863.07,0
1,448,657.25,0
1,495,489.58,0
1,533,468.70,0
1,597,565.22,0
1,471,674.45,0
1,462,758.24,0
1,481,461.44,0
1,512,509.03,0
1,559,583.03,0
1,409,846.88,0
1,578,475.71,0
1,439,818.79,0
1,524,527.85,0
1,441,595.99,0
1,491,568.25,0
1,566,492.54,0
1,469,622.34,0
1,436,671.89,0
1,530,496.40,0
1,564,562.59,0
1,599,690.40,1
1,431,718.43,0
1,588,579.16,0
1,545,722.64,0
1,425,822.09,0
1,541,549.74,0
1,540,593.42,0
1,561,817.14,0
1,466,746.33,0
1,549,954.40,0
1,413,495.17,0
1,534,890.09,0
1,547,800.71,0
1,428,921.70,0
1,517,545.62,0
1,473,626.48,0
1,567,574.29,0
1,583,744.18,0
1,464,690.99,0
1,444,747.40,0
1,548,535.72,0
1,527,533.40,0
1,493,451.84,0
1,581,592.40,0
1,563,652.70,0
1,538,539.85,0
1,418,768.45,0
1,433,460.87,0
1,552,533.90,0
1,565,565.85,0
1,467,550.83,0
1,525,462.42,0
1,446,532.51,0
1,450,436.27,0
1,479,670.76,0
1,487,564.74,0
1,510,524.28,0
1,488,1020.98,0
1,584,722.21,0
1,486,691.51,0
1,591,1134.40,0
1,492,706.47,0
1,455,582.86,0
1,576,446.54,0
1,465,456.92,0
1,513,490.80,0
1,508,579.51,0
1,595,604.60,0
1,558,533.79,0
1,572,822.09,0
1,438,707.26,0
1,412,532.75,0
1,461,412.05,0
1,430,390.19,0
1,556,547.36,0
1,440,1366.95,0
1,568,511.45,0
1,539,868.23,1
1,408,433.46,0
1,560,508.45,0
1,459,691.06,0
1,531,591.90,0
1,573,664.92,0
1,554,620.56,0
1,569,615.32,0
1,429,544.51,0
1,537,430.68,0
1,519,468.49,0
1,523,503.35,0
1,557,511.83,0
1,406,557.45,0
1,507,419.16,0
1,426,448.16,0
1,927,557.10,0
1,851,535.24,0
1,860,537.83,0
1,967,423.97,0
1,853,479.39,0
1,827,805.85,0
1,938,386.72,0
1,809,465.62,0
1,906,499.54,0
1,825,399.38,0
1,905,576.14,0
1,933,539.59,0
1,975,550.98,0
1,807,807.96,0
1,970,490.58,0
1,838,767.15,0
1,852,785.38,0
1,900,511.08,0
1,930,500.95,0
1,909,1043.63,0
1,946,506.11,0
1,993,603.62,0
1,961,595.44,0
1,982,538.34,0
1,979,490.04,0
1,817,1283.22,0
1,833,639.04,0
1,861,541.84,0
1,870,575.74,0
1,904,467.77,0
1,940,525.15,0
1,862,1023.79,0
1,926,501.95,0
1,923,496.71,0
1,880,412.20,0
1,879,1033.17,0
1,892,661.02,0
1,902,497.27,0
1,804,497.90,0
1,966,535.72,0
1,939,552.98,0
1,863,840.28,0
1,815,650.12,0
1,907,452.13,0
1,997,534.96,0
1,980,466.11,0
1,987,438.36,0
1,868,612.18,0
1,801,501.28,0
1,859,431.46,0
1,829,473.19,0
1,819,520.78,0
1,925,427.48,0
1,965,945.69,0
1,864,609.74,0
1,910,408.83,0
1,828,671.68,0
1,915,534.35,0
1,823,505.62,0
1,974,558.11,0
1,901,756.40,1
1,882,815.73,0
1,874,683.30,0
1,984,1030.29,0
1,834,1140.51,0
1,969,880.86,0
1,999,595.81,0
1,884,651.21,0
1,871,998.21,0
1,842,647.59,0
1,978,476.02,0
1,835,566.67,0
1,843,690.57,0
1,943,458.34,0
1,889,488.33,0
1,950,498.74,0
1,847,501.33,0
1,818,643.83,0
1,893,551.52,0
1,971,621.61,0
1,990,494.07,0
1,994,617.00,0
1,968,536.43,0
1,876,739.59,0
1,931,508.33,0
1,912,484.51,0
1,919,465.55,0
1,803,536.65,0
1,848,521.62,0
1,881,418.54,0
1,806,699.00,0
1,822,553.85,0
1,805,555.46,0
1,813,682.31,0
1,814,396.24,0
1,831,620.95,0
1,890,409.26,0
1,865,467.61,0
1,888,312.67,0
1,917,492.34,0
1,808,483.20,0
1,885,532.74,0
1,895,326.94,0
1,896,456.72,0
1,981,374.18,0
1,832,741.72,0
1,922,420.45,0
1,891,436.72,0
1,867,746.54,0
1,887,582.80,0
1,908,578.54,0
1,954,516.54,0
1,872,721.68,0
1,955,511.94,0
1,820,485.18,0
1,845,921.21,0
1,973,555.91,0
1,877,659.27,0
1,846,436.81,0
1,995,459.96,0
1,858,401.88,0
1,957,524.82,0
1,989,541.10,0
1,956,531.94,0
1,934,619.66,0
1,972,560.59,0
1,1000,480.02,0
1,985,576.55,0
1,802,774.82,0
1,826,566.07,0
1,947,553.98,0
1,830,791.39,0
1,936,401.63,0
1,839,594.03,0
1,996,544.75,0
1,945,464.17,0
1,812,481.45,0
1,903,458.59,0
1,983,447.49,0
1,857,666.29,0
1,894,598.44,0
1,960,430.79,0
1,899,792.46,0
1,998,491.72,0
1,810,579.45,0
1,897,381.46,0
1,837,611.03,0
1,920,501.11,0
1,937,1237.51,1
1,986,576.73,0
1,916,577.36,0
1,924,580.93,0
1,958,546.32,0
1,875,534.25,0
1,821,481.07,0
1,944,453.31,0
1,913,603.65,0
1,840,1062.19,0
1,844,533.47,0
1,836,443.12,0
1,921,530.82,0
1,854,651.80,0
1,873,626.99,0
1,959,446.63,0
1,932,604.79,0
1,941,635.75,0
1,963,498.42,0
1,878,546.01,0
1,918,387.15,0
1,849,683.28,0
1,951,699.57,0
1,824,436.02,0
1,911,418.06,0
1,948,465.65,0
1,988,570.97,0
1,855,697.83,0
1,869,504.72,0
1,866,430.02,0
1,935,495.23,0
1,883,984.09,0
1,841,812.52,0
1,929,417.87,0
1,992,548.63,0
1,914,796.79,0
1,949,545.96,0
1,928,440.93,0
1,953,374.05,0
1,850,532.20,0
1,816,649.28,0
1,976,454.22,0
1,964,426.46,0
1,942,449.60,0
1,886,552.98,0
1,991,447.94,0
1,977,466.17,0
1,898,650.74,0
1,856,560.38,0
1,952,451.43,0
1,962,455.99,0
1,811,773.61,0
2,504,687.98,0
2,468,1019.32,0
2,447,731.30,0
2,574,689.86,0
2,544,750.19,0
2,592,814.42,0
2,443,832.66,0
2,590,852.85,0
2,561,712.59,0
2,464,676.05,0
2,563,1011.28,0
2,511,869.08,0
2,411,608.46,0
2,533,928.06,0
2,559,732.99,0
2,523,667.09,0
2,452,498.46,0
2,558,548.01,0
2,526,927.30,0
2,564,803.67,0
2,566,778.86,0
2,496,541.73,0
2,445,601.06,0
2,512,538.10,0
2,432,1002.51,0
2,410,632.31,0
2,460,795.37,0
2,586,666.83,0
2,577,709.55,0
2,518,630.93,0
2,529,613.93,0
2,508,687.96,0
2,583,769.79,0
2,515,536.59,0
2,454,443.29,0
2,473,495.77,0
2,500,505.20,0
2,541,762.19,0
2,545,832.29,0
2,417,669.52,0
2,569,570.34,0
2,419,772.53,0
2,461,675.33,0
2,514,586.91,0
2,466,630.60,0
2,495,437.49,0
2,458,456.72,0
2,580,554.22,0
2,549,788.69,0
2,418,539.82,0
2,497,514.04,0
2,560,584.13,0
2,476,1122.91,0
2,513,599.08,0
2,491,456.87,0
2,465,412.48,0
2,587,567.72,0
2,579,614.34,0
2,516,749.01,1
2,538,649.84,0
2,589,570.23,0
2,547,539.57,0
2,543,576.40,0
2,479,465.48,0
2,403,447.53,1
2,546,539.15,0
2,407,573.04,0
2,437,448.45,0
2,416,380.58,0
2,568,564.18,0
2,493,532.51,0
2,438,475.43,0
2,478,407.56,0
2,570,527.56,0
2,536,492.95,0
2,528,671.67,0
2,480,351.38,0
2,435,438.10,0
2,451,303.70,0
2,412,392.40,0
2,453,294.21,0
2,548,481.72,0
2,409,739.68,0
2,595,642.46,0
2,506,817.25,0
2,424,419.66,0
2,557,467.25,0
2,519,590.19,0
2,502,526.24,0
2,550,453.48,0
2,555,489.35,0
2,524,533.99,0
2,483,488.64,0
2,582,544.06,0
2,450,611.22,0
2,429,488.58,0
2,406,291.58,0
2,423,261.87,0
2,522,206.72,1
2,584,572.30,0
2,470,516.18,0
2,553,504.09,0
2,428,402.00,0
2,525,428.07,0
2,489,369.02,0
2,401,373.55,0
2,433,491.59,0
2,467,483.43,0
2,575,499.71,0
2,426,492.51,0
2,552,506.84,0
2,444,380.28,0
2,422,330.02,0
2,431,565.49,0
2,471,404.68,0
2,585,430.75,0
2,521,496.93,0
2,427,498.54,0
2,534,389.59,0
2,540,481.22,0
2,472,445.64,0
2,594,552.92,0
2,599,624.96,0
2,448,346.75,0
2,571,566.56,0
2,463,452.70,0
2,486,427.90,0
2,405,444.19,0
2,421,448.73,0
2,457,515.90,0
2,449,424.55,0
2,408,458.46,0
2,446,448.32,0
2,565,479.27,0
2,484,440.78,0
2,532,509.90,0
2,481,445.95,0
2,581,484.74,0
2,442,358.17,0
2,531,562.32,0
2,415,509.14,0
2,456,416.82,0
2,542,417.45,0
2,474,439.60,0
2,505,472.52,0
2,440,503.48,0
2,402,464.00,0
2,596,435.28,0
2,517,510.27,0
2,487,537.32,0
2,539,501.75,0
2,520,499.45,0
2,576,562.70,0
2,556,883.27,0
2,573,536.56,0
2,503,592.96,0
2,499,518.24,0
2,567,551.17,0
2,562,499.94,0
2,492,403.76,0
2,537,447.39,0
2,436,403.99,0
2,469,613.02,0
2,494,483.53,0
2,578,572.21,0
2,510,484.79,0
2,485,888.53,0
2,591,594.65,0
2,597,552.23,0
2,430,447.20,0
2,490,393.03,0
2,459,460.20,0
2,593,445.17,0
2,413,569.08,0
2,527,526.66,0
2,507,534.14,0
2,425,485.85,0
2,501,504.08,0
2,477,468.52,0
2,498,510.24,0
2,434,462.91,0
2,600,434.20,0
2,441,437.76,0
2,598,541.13,0
2,551,582.86,0
2,535,643.17,0
2,509,1179.01,0
2,530,609.22,0
2,420,398.49,0
2,482,497.95,0
2,488,1307.74,0
2,404,417.02,0
2,588,518.42,0
2,414,597.32,0
2,439,480.54,0
2,572,548.69,0
2,462,744.02,0
2,475,470.70,0
2,455,543.72,0
2,554,592.31,0
2,70,664.64,0
2,90,1516.53,0
2,140,583.72,0
2,192,706.65,0
2,10,380.50,0
2,117,941.78,0
2,119,718.33,0
2,107,740.50,0
2,34,1857.53,0
2,23,1010.82,0
2,60,786.41,0
2,55,546.35,0
2,40,628.20,0
2,193,564.25,0
2,164,730.23,0
2,3,584.09,0
2,16,512.33,0
2,101,518.82,0
2,98,463.68,0
2,177,550.42,0
2,109,643.03,0
2,86,416.66,0
2,96,389.89,0
2,125,535.33,0
2,89,486.06,0
2,63,358.51,0
2,176,524.51,0
2,149,610.24,0
2,144,531.62,0
2,120,602.71,0
2,113,471.25,0
2,187,579.51,0
2,93,496.98,0
2,167,618.93,0
2,58,420.94,0
2,38,495.93,0
2,37,458.40,0
2,41,390.54,0
2,191,561.42,0
2,71,398.64,0
2,184,553.87,0
2,43,497.75,0
2,22,535.56,0
2,20,496.08,0
2,66,378.31,0
2,94,359.37,0
2,30,353.16,0
2,178,500.55,0
2,100,371.04,0
2,36,455.83,0
2,169,472.11,0
2,183,665.48,0
2,130,561.43,0
2,127,669.69,0
2,44,579.33,0
2,150,557.44,0
2,59,521.88,0
2,122,556.75,0
2,185,695.35,0
2,15,427.89,0
2,137,734.77,0
2,139,564.17,0
2,65,600.01,0
2,197,739.59,0
2,172,667.82,0
2,80,555.94,0
2,79,448.94,0
2,160,548.39,0
2,87,487.38,0
2,173,542.80,0
2,13,668.67,1
2,147,625.26,0
2,68,752.12,0
2,11,703.82,0
2,132,686.85,0
2,54,605.29,0
2,42,524.71,0
2,181,502.82,0
2,198,701.11,0
2,7,655.75,0
2,4,491.01,0
2,146,502.42,0
2,45,682.10,0
2,129,485.09,0
2,158,570.83,0
2,19,343.48,0
2,1,482.09,0
2,118,551.21,0
2,143,598.80,0
2,29,461.48,0
2,152,523.75,0
2,5,568.41,0
2,123,783.30,0
2,111,630.33,0
2,84,364.83,0
2,83,413.39,0
2,190,478.60,0
2,21,431.29,0
2,77,543.45,0
2,67,415.92,0
2,134,482.11,0
2,69,583.51,0
2,156,396.28,0
2,2,430.18,0
2,180,461.15,0
2,195,497.00,0
2,48,714.84,0
2,81,905.28,0
2,105,463.66,0
2,14,410.47,0
2,32,597.01,0
2,17,453.81,0
2,110,474.02,0
2,49,424.74,0
2,50,486.04,0
2,27,361.44,0
2,166,521.55,0
2,170,741.35,0
2,31,934.73,0
2,126,548.88,0
2,145,480.03,0
2,148,486.54,0
2,194,464.66,0
2,175,573.90,0
2,186,840.66,0
2,159,583.96,0
2,104,588.52,0
2,182,476.62,0
2,165,491.93,0
2,157,486.70,0
2,73,623.32,0
2,174,486.01,0
2,115,494.46,0
2,106,701.54,0
2,136,627.82,0
2,162,636.28,0
2,151,590.92,0
2,78,500.55,0
2,179,409.22,0
2,97,670.11,0
2,124,515.17,0
2,135,471.77,0
2,141,455.77,0
2,18,995.51,0
2,128,742.73,0
2,56,543.75,0
2,62,524.82,0
2,95,555.79,0
2,51,633.71,0
2,6,637.27,0
2,108,501.92,0
2,39,391.98,0
2,26,530.55,0
2,64,757.21,0
2,9,350.82,0
2,82,325.03,0
2,196,688.66,0
2,121,606.12,0
2,12,593.05,0
2,46,499.76,0
2,91,555.18,0
2,88,641.91,0
2,72,638.61,0
2,155,762.54,0
2,47,437.34,0
2,114,629.76,0
2,99,548.20,0
2,53,406.95,0
2,103,545.53,0
2,154,674.35,0
2,142,1005.69,0
2,33,637.44,0
2,189,709.51,0
2,61,428.35,0
2,153,857.53,0
2,24,475.62,0
2,112,438.05,0
2,200,655.91,0
2,171,752.43,0
2,25,499.65,0
2,161,863.26,0
2,131,510.68,0
2,168,523.06,0
2,102,700.78,0
2,76,751.31,0
2,35,843.92,0
2,188,582.33,0
